nomor_pendaftaran,kode_mata_pelajaran,nilai_tka
426236694,300130000,67.08
426476973,300110000,65.74
426623668,401121000,41.64
426340993,300210000,45.19
426519094,401000000,34.41
426398262,300210000,5.00
426578449,401250100,39.13
426051016,401000000,36.54
426249027,401220000,69.66
426544147,401000000,30.12
426124052,300110000,51.77
426672965,300130000,89.53
426477717,401000000,21.18
426480985,401000000,24.52
426168985,401110200,53.94
426556699,300210000,19.24
426246609,600070100,48.48
426768428,401110200,54.77
426341578,401220000,69.76
426571007,401130100,19.63
426801402,200010000,56.64
426352292,300210000,48.77
426232710,600070100,52.57
426039326,300210000,20.05
426137117,300110000,53.51
426441040,401121000,44.06
426672965,401241000,57.73
426071182,300110000,53.04
426128593,401110200,43.18
426625704,401000000,36.67
426466580,401121000,32.22
426583965,300210000,5.00
426236351,300110000,55.41
426256329,300210000,5.00
426652410,401241000,48.73
426331794,300210000,21.37
426124052,600070100,58.63
426336130,300110000,49.51
426157070,401000000,27.79
426247446,300210000,24.10
426148203,401250100,28.15
426147208,300110000,50.04
426809917,401000000,40.40
426312501,300210000,36.90
426026426,300210000,27.87
426704850,300110000,62.83
426480176,300210000,22.63
426152099,401000000,32.96
426328319,300210000,5.00
426147293,300210000,27.62
426380261,300110000,5.00
426012007,401002000,38.52
426583965,401110200,47.71
426134613,401250100,22.52
426079667,300210000,22.66
426673240,401000000,37.15
426396672,300210000,28.33
426716355,401000000,44.75
426544857,300110000,67.77
426573526,300110000,63.48
426524514,401220000,63.34
426751805,200010300,66.20
426611475,401000000,34.61
426377938,401241000,58.37
426159445,300110000,71.89
426402661,401000000,19.39
426688543,600070100,66.89
426144491,401110200,46.61
426412823,600070100,47.98
426459738,401110200,56.76
426286201,200010300,50.70
426041639,600070100,43.34
426685904,300110000,42.19
426468728,300110000,52.87
426386964,401000000,22.80
426140665,300210000,5.00
426621302,300110000,51.02
426737568,300110000,36.06
426260428,401000000,58.33
426327747,300110000,56.96
426714387,401241000,77.67
426658872,200010300,57.09
426598806,300110000,60.17
426238288,600070100,62.77
426429152,401000000,40.12
426306684,401241000,46.82
426402126,300110000,49.03
426755593,300210000,19.69
426561057,401000000,46.90
426782305,200010300,61.52
426151862,300110000,56.46
426168642,300210000,23.50
426385130,300210000,5.00
426571364,300110000,66.34
426398599,300210000,17.93
426391693,300110000,57.85
426804293,300110000,44.92
426310837,600070100,64.09
426245804,401110200,64.43
426514663,300210000,35.23
426180246,401002000,37.27
426694683,401110200,39.37
426149616,401110200,40.05
426336905,401000000,20.52
426350838,300110000,74.23
426469474,300110000,63.53
426235373,300210000,21.02
426482896,200010300,80.12
426157332,401130100,20.66
426341571,401220000,66.41
426400695,401220000,64.94
426329424,401250100,33.85
426098528,300130000,55.06
426378805,401130100,32.73
426734823,401110200,44.25
426189810,401241000,50.05
426416260,401000000,39.61
426817782,300210000,56.93
426174900,401002000,29.86
426502420,300110000,55.66
426270427,401110200,49.19
426012007,401000000,41.22
426476174,200010300,58.99
426253613,300230000,24.62
426146537,600070100,59.63
426512577,401002000,27.20
426145609,600070100,54.52
426835315,600070100,53.61
426131340,300110000,45.26
426575002,401000000,54.93
426057808,300210000,5.00
426515316,401000000,38.64
426178761,401000000,29.25
426115157,401000000,46.05
426403744,401240000,54.78
426540960,401000000,50.28
426409395,401220000,78.53
426469924,401000000,39.41
426828192,300210000,5.00
426083408,401000000,35.34
426011197,300210000,36.07
426833562,200010000,81.62
426070582,600070100,33.78
426074141,300210000,16.42
426271892,401002000,28.10
426472532,401130000,51.78
426173436,300210000,20.10
426032862,300110000,65.14
426244455,401110200,50.80
426457824,401110200,82.73
426251442,401110200,47.93
426714132,401000000,25.78
426689208,300210000,37.96
426502420,401000000,34.79
426279230,300210000,5.00
426128977,401250100,32.85
426587324,401230000,69.47
426341770,300110000,47.20
426460728,401110200,89.02
426161594,600070100,47.49
426469576,300110000,57.56
426790281,401250100,45.28
426520725,401130000,50.33
426395251,401000000,26.12
426232944,200010000,58.44
426334544,200010300,52.02
426163012,401241000,67.62
426252897,300210000,51.01
426474916,300210000,22.71
426069743,300130000,52.21
426568048,401000000,30.75
426591689,300210000,21.86
426643487,401000000,40.89
426137705,300110000,60.81
426804306,300210000,20.25
426406456,401000000,40.60
426469924,401110200,62.25
426336197,300110000,43.43
426231351,401250100,27.36
426527599,200010000,69.49
426541237,401110200,43.34
426397776,300210000,5.00
426511393,401000000,42.97
426127732,300110000,61.73
426012007,401250100,33.51
426395745,300210000,39.36
426351561,401000000,33.36
426621232,401121000,75.05
426530718,401000000,29.31
426130688,401000000,70.46
426238615,300110000,56.80
426556347,200010300,59.95
426133250,401002000,26.42
426476241,401110200,39.39
426010203,300230000,41.66
426146940,300110000,33.26
426123357,300110000,67.26
426812292,401110200,59.35
426711097,300110000,60.89
426341595,300210000,25.39
426409073,401000000,28.25
426397776,300110000,46.41
426417322,401000000,32.99
426691130,401130100,32.75
426717777,300110000,64.14
426242054,401121000,35.01
426770839,401002000,33.61
426739184,300110000,47.76
426047571,600070100,42.97
426147037,401250100,25.28
426174900,300110000,47.39
426668442,401250100,25.38
426334399,401000000,31.16
426386207,401121000,48.53
426225096,401110200,57.00
426397871,300110000,48.89
426114028,300210000,5.00
426296652,300210000,5.00
426763140,600070100,35.39
426745537,401110200,61.54
426687960,300110000,51.97
426143464,401130000,43.18
426214562,401130000,41.14
426766888,300210000,29.23
426141745,300110000,55.20
426210404,300110000,42.13
426658872,401130100,53.71
426666625,300210000,54.78
426761183,300210000,25.62
426255285,300110000,65.18
426217275,401130000,44.13
426018008,300130000,71.39
426472532,300210000,47.68
426138229,300210000,5.00
426345647,300110000,53.29
426115960,401000000,16.75
426145649,300210000,27.21
426479349,600070100,60.60
426246609,300110000,54.95
426056469,401130100,29.87
426306684,401220000,61.37
426524970,300230000,33.19
426802560,401000000,18.47
426153643,401220000,70.34
426341769,300110000,59.18
426266795,300210000,31.34
426132450,300210000,27.31
426519281,401250100,27.52
426601619,300210000,45.29
426522688,300110000,51.35
426066204,300210000,21.12
426524435,401000000,35.83
426150001,401110200,56.52
426520740,401230000,79.32
426520655,300110000,36.05
426064543,401110200,59.75
426589170,300210000,50.81
426571459,300210000,31.14
426135850,300130000,62.65
426290575,200010300,69.18
426209306,300110000,46.60
426345555,300110000,54.51
426036794,401000000,53.20
426107522,600070100,55.26
426002957,300110000,39.95
426195829,600070100,66.04
426147264,401000000,17.09
426772559,300130000,82.20
426137555,401000000,33.82
426010280,401130100,5.00
426148203,401000000,37.64
426622988,300310100,49.21
426421927,401110200,46.33
426511919,401000000,31.80
426838102,300110000,75.06
426246002,401002000,38.68
426071761,300110000,32.07
426341810,401000000,33.79
426418237,401130100,41.64
426036794,300210000,54.51
426564653,300210000,28.05
426338414,300110000,58.58
426713449,401110200,40.86
426514495,401002000,43.44
426140372,401220000,87.61
426073805,401000000,45.52
426642910,401000000,32.55
426397039,300110000,34.05
426246281,401240000,78.09
426291159,600070100,39.23
426138533,300210000,27.45
426466102,401121000,38.82
426579785,300210000,44.97
426587041,300110000,65.02
426476973,401130100,5.00
426140535,300130000,64.47
426227905,300210000,17.87
426209306,401240000,71.89
426291191,300210000,24.00
426812292,300110000,75.94
426248490,401000000,27.89
426502420,300130000,68.87
426353473,300110000,50.55
426324056,600070100,75.68
426143070,300110000,66.29
426422785,401110200,57.94
426408797,401000000,44.65
426017974,300110000,50.98
426476785,401000000,38.48
426469160,300110000,71.40
426333054,300210000,45.16
426400205,300110000,56.91
426829046,600070100,39.81
426060723,300110000,44.26
426727640,300110000,42.73
426693417,300210000,5.00
426406525,401000000,34.14
426686203,300210000,45.29
426231051,300210000,56.02
426130112,401000000,31.46
426289155,401220000,77.14
426723035,401110200,47.68
426460180,600070100,69.64
426157070,300210000,17.55
426246108,300130000,77.10
426378096,300110000,61.63
426464576,401121000,43.79
426409696,300210000,25.33
426389227,401250100,39.53
426396695,300110000,59.77
426390208,300210000,20.45
426447837,401110200,44.51
426512152,300110000,48.61
426755118,300110000,45.15
426016354,300310400,55.71
426357906,300110000,50.97
426293123,300110000,52.37
426217407,300210000,5.00
426060723,401250100,16.65
426163934,300130000,57.64
426638742,401250100,25.89
426574885,300210000,30.91
426400609,300110000,66.65
426284380,300210000,23.00
426166695,300210000,17.16
426791124,300110000,64.75
426114028,600070100,55.59
426436940,401000000,36.88
426152899,600070100,66.51
426404608,401110200,51.48
426394733,401000000,20.04
426514130,300210000,30.95
426572005,300210000,20.11
426682784,401241000,68.28
426664200,300110000,57.47
426280627,300130000,83.72
426740965,300210000,5.00
426210404,600070100,39.08
426336924,300110000,38.26
426397176,200010300,53.27
426511727,401110200,54.49
426682093,401002000,33.96
426663192,401000000,43.95
426153178,300230000,39.00
426766053,300110000,50.82
426462151,200010300,49.15
426461698,401121000,33.09
426704850,300210000,5.00
426363390,300110000,5.00
426076743,401110200,36.71
426512152,401250100,33.95
426714516,300110000,64.90
426561299,300110000,57.53
426737408,401130100,62.54
426262637,401110200,43.86
426515234,401110200,78.32
426126751,401110200,47.60
426345106,401000000,45.27
426726066,401250100,34.22
426041468,401230000,83.04
426160935,401002000,65.94
426544993,401000000,23.46
426263105,300110000,66.86
426265999,300110000,53.63
426147257,300210000,33.39
426194433,300110000,54.35
426233237,600070100,48.48
426772978,300110000,51.18
426169605,401000000,34.05
426441080,401000000,47.62
426018008,300210000,18.33
426830193,300110000,55.90
426588865,300110000,53.47
426819454,300130000,78.54
426093540,401000000,34.82
426624032,300210000,46.33
426565464,300110000,40.65
426784345,300110000,55.66
426541477,401000000,33.49
426292698,300210000,18.90
426711774,300110000,30.84
426511393,300130000,68.89
426249027,401000000,25.73
426675118,401241000,84.45
426679446,300210000,22.25
426472140,300210000,11.48
426328319,300110000,53.01
426508041,401130100,31.47
426804542,300110000,39.43
426510586,300110000,51.22
426569217,401250100,38.60
426341582,300110000,60.89
426614567,300210000,30.12
426249111,401130100,43.19
426652537,401130100,32.42
426246300,401000000,19.85
426249366,401220000,84.24
426710872,401002000,5.00
426436940,401250100,5.00
426767082,300210000,48.36
426250552,401110200,44.77
426665014,401000000,37.21
426473507,200010000,86.74
426167887,401000000,28.73
426723365,300110000,42.96
426047571,300210000,26.62
426328127,300210000,10.29
426757889,300110000,53.45
426235373,200010000,54.78
426840562,401241000,68.30
426791124,401000000,43.08
426429304,300210000,21.78
426609980,300210000,22.40
426341762,300110000,50.39
426474070,401000000,32.00
426184061,401220000,77.40
426571750,300210000,31.48
426463032,401000000,43.67
426754690,300130000,53.92
426315817,401000000,24.00
426752905,401000000,21.45
426488417,300110000,72.49
426828192,401000000,47.13
426794037,401000000,37.97
426561381,401130100,24.75
426710872,401110200,52.99
426755118,300130000,62.06
426580856,300210000,48.99
426143228,300110000,71.97
426480181,300110000,45.82
426122730,300110000,41.04
426752958,300110000,52.06
426127732,401000000,33.17
426210155,300110000,73.01
426017125,300110000,69.15
426058054,401000000,35.15
426834127,300210000,17.30
426623515,401000000,43.02
426230195,300210000,25.81
426345106,401110200,58.49
426726066,401000000,33.99
426476103,401000000,27.71
426626844,300210000,27.42
426622988,300210000,45.50
426232272,300110000,71.89
426535869,300210000,24.13
426064006,401130000,46.08
426147708,300210000,49.86
426395511,300210000,30.67
426723365,600070100,51.72
426239185,401000000,24.92
426342452,300210000,44.19
426347102,200010000,57.18
426729075,300210000,19.98
426838471,401000000,44.13
426394805,300110000,46.48
426814109,300110000,47.95
426395176,600070100,65.56
426141367,300110000,54.07
426804542,401000000,22.22
426470230,401000000,38.94
426560689,300210000,21.07
426409395,401110200,68.00
426234399,401250100,5.00
426524652,401000000,27.57
426689208,401110200,85.41
426571007,401000000,39.38
426600327,401000000,37.85
426395298,300210000,21.00
426255114,300110000,50.68
426115157,300110000,45.19
426361460,300110000,63.53
426462151,401110200,43.81
426334544,401000000,26.11
426695712,300110000,52.14
426718114,401000000,34.45
426137153,300110000,55.38
426274723,401000000,21.83
426672026,600070100,54.23
426007195,401250100,21.48
426127859,401002000,40.66
426425179,401000000,48.47
426830193,401110200,44.42
426689495,401000000,38.81
426799014,600070100,42.31
426450645,300110000,64.86
426316087,401121000,45.15
426234111,300210000,32.22
426268286,401000000,38.90
426299903,300110000,59.82
426347569,401250100,29.43
426128050,401130000,34.61
426485825,401130000,36.61
426341790,401241000,72.01
426025075,401002000,5.00
426140486,401000000,44.43
426290615,401250100,27.04
426274723,401250100,22.65
426127394,300210000,28.44
426479270,401110200,90.39
426135211,401110200,44.72
426757497,401110200,43.73
426238722,300110000,52.73
426000542,401110200,50.95
426549996,401250100,58.09
426335095,300110000,50.86
426255114,300210000,24.24
426772964,401000000,35.70
426772964,401110200,33.32
426573526,401000000,33.51
426723081,600070100,62.43
426525276,300210000,26.40
426803387,401241000,56.88
426476509,300110000,51.91
426249366,300210000,30.28
426623453,401110200,56.20
426160714,300210000,29.15
426011197,401110200,49.81
426140216,401002000,30.17
426346990,401110200,44.16
426128593,300210000,21.77
426341578,300110000,66.67
426003643,401250100,24.52
426711998,401000000,32.71
426077794,300110000,64.46
426561381,300110000,42.02
426737381,401000000,28.35
426754417,300110000,52.49
426516940,401240000,46.46
426244497,300110000,49.99
426627294,300210000,24.15
426246066,300110000,60.34
426688774,401250100,32.47
426669482,300210000,47.25
426147264,300210000,24.25
426564172,401250100,28.57
426556779,600070100,34.99
426767060,401000000,31.24
426766477,300110000,62.39
426388798,401000000,36.67
426565408,401000000,34.23
426772644,401220000,67.27
426548334,300110000,68.43
426757037,300110000,57.91
426003552,401000000,27.13
426236634,401220000,59.49
426254015,401000000,27.60
426236699,401110200,43.42
426227700,401241000,48.75
426678281,401000000,24.70
426312351,300210000,27.38
426151386,401250100,26.25
426170560,401002000,69.35
426405312,300210000,23.24
426792520,300110000,71.78
426315479,300110000,43.52
426348384,401230000,66.77
426155506,600070100,63.44
426398599,401110200,32.70
426769597,300210000,27.00
426079667,300110000,59.95
426244713,401000000,21.60
426388863,401241000,60.72
426473175,401110200,40.05
426257890,401130000,32.58
426340213,300210000,5.00
426782357,401000000,29.06
426435369,401000000,44.69
426253647,300110000,56.79
426624032,401000000,35.36
426047571,401000000,34.17
426127394,401000000,34.90
426395511,401000000,28.47
426462133,401110200,60.61
426214654,300210000,39.66
426126351,600070100,69.14
426349386,401110200,38.66
426475621,300210000,33.14
426637538,300110000,47.38
426333407,600070100,36.30
426148270,300210000,5.00
426469526,401130000,59.46
426361398,300110000,51.65
426286125,401000000,38.68
426604161,600070100,65.42
426610993,401241000,51.32
426475618,401130100,31.10
426575002,300210000,16.32
426184061,300110000,53.62
426840562,300210000,24.47
426120311,401110200,46.39
426397338,300210000,18.72
426694683,300210000,5.00
426799014,401000000,31.10
426814109,401110200,60.15
426289155,300110000,67.95
426767060,401110200,69.60
426341677,401000000,38.09
426074141,300110000,50.98
426617106,300110000,69.20
426650046,300110000,63.59
426766008,401000000,24.71
426412823,300210000,20.94
426350383,401000000,55.80
426248792,300110000,65.20
426460981,401000000,34.67
426574556,401000000,5.00
426237982,401000000,52.08
426029883,401000000,33.46
426441080,300210000,37.12
426520645,300110000,66.80
426604161,300110000,72.23
426341477,401220000,62.50
426350084,401121000,35.33
426459795,401110200,42.05
426652118,300210000,5.00
426054046,401002000,32.67
426128002,300210000,50.49
426327180,300110000,55.16
426139714,300210000,44.22
426569300,401002000,37.45
426404414,401250100,36.52
426117970,600070100,51.92
426518235,401250100,48.08
426716684,401000000,5.00
426395781,401000000,68.57
426714437,300110000,56.94
426758630,300110000,55.94
426147659,600070100,39.59
426690097,401000000,23.91
426840562,401110200,49.92
426731301,401230000,80.07
426519382,401250100,28.00
426762329,300210000,21.13
426571741,401000000,27.88
426560830,300210000,33.21
426194756,300210000,34.30
426712215,300110000,61.20
426066748,300130000,63.53
426377938,300110000,39.28
426613960,300130000,78.82
426757572,401110200,51.31
426060272,300210000,5.00
426648083,300210000,51.81
426397338,401121000,47.05
426069743,300110000,5.00
426094440,300110000,56.35
426458207,300210000,5.00
426519382,300210000,19.97
426620219,300210000,5.00
426541237,300110000,41.32
426201874,401002000,31.32
426231736,401000000,31.28
426061790,600070100,65.11
426253481,401130100,33.90
426167887,300110000,64.76
426392553,401230000,84.66
426557737,300210000,13.73
426330185,300210000,21.84
426056469,401110200,57.16
426650432,300210000,19.51
426382669,300130000,89.22
426390706,300110000,58.19
426245995,401000000,27.80
426025068,300110000,73.22
426771516,401000000,39.40
426740515,300110000,65.28
426335427,300210000,41.87
426030783,300110000,56.02
426069801,300210000,5.00
426395689,401110200,80.30
426136338,600070100,59.91
426385130,300110000,56.38
426519202,300110000,57.26
426282875,300310100,78.69
426253613,300110000,63.78
426191161,300210000,22.04
426632268,401110200,50.42
426467284,300110000,54.84
426004350,401220000,61.60
426638334,401110200,42.90
426216047,401000000,16.77
426490716,300210000,33.41
426245406,300110000,47.99
426687960,401000000,39.36
426266045,300110000,65.18
426537462,401130000,40.77
426163086,300110000,60.41
426341694,300110000,61.48
426600492,401002000,41.05
426819259,300110000,79.39
426480985,300130000,69.33
426210155,300230000,59.98
426582469,300210000,17.75
426759145,401000000,40.83
426686065,300210000,25.84
426136244,300210000,35.74
426139471,300110000,54.73
426682635,401220000,73.37
426497223,600070100,59.31
426416832,401220000,71.01
426441040,300210000,53.52
426197141,300110000,61.01
426475618,300110000,60.01
426146283,300130000,60.86
426259068,300110000,55.93
426126883,300210000,5.00
426246694,600070100,44.08
426279770,600070100,64.15
426171561,401000000,31.69
426614567,600070100,75.12
426135850,300210000,5.00
426217150,401000000,46.08
426740186,300110000,54.94
426574583,401110200,50.62
426806222,401110200,68.80
426564230,300110000,58.19
426749344,401000000,38.43
426626835,300210000,24.42
426264697,401241000,54.15
426192014,401110200,59.95
426170026,401250100,32.29
426152941,200010000,61.55
426130112,401230000,70.60
426348605,401000000,32.23
426691636,401121000,14.46
426069297,401002000,41.11
426488417,401110200,52.89
426143765,401000000,24.10
426787542,401000000,25.15
426676198,401121000,41.57
426360027,300110000,59.08
426327750,401110200,42.17
426145329,401110200,49.85
426352292,300110000,66.03
426734823,300210000,5.00
426145050,300210000,18.91
426291159,300130000,63.70
426076505,600070100,51.44
426690727,300210000,21.99
426138784,300210000,36.22
426394733,300210000,21.78
426228854,300210000,30.36
426667725,401220000,60.28
426791124,300210000,20.01
426025539,300110000,61.19
426243482,401110200,5.00
426398624,300110000,60.81
426739184,401000000,37.31
426490889,401000000,36.48
426480176,600070100,59.15
426662608,300110000,66.47
426237597,401000000,49.93
426139840,401000000,35.53
426718325,401002000,37.05
426530718,300210000,18.33
426335248,401250100,56.69
426240070,300110000,5.00
426351561,401110200,70.46
426390208,401241000,48.75
426147189,300210000,18.69
426393550,300210000,5.00
426121231,300210000,30.03
426725295,300210000,18.99
426690846,300110000,65.15
426742107,401000000,27.62
426132957,401002000,60.97
426711774,401230000,52.78
426717777,300210000,24.53
426613192,401000000,15.21
426369103,300110000,52.73
426571997,200010300,60.61
426294100,401220000,65.14
426391544,401110200,45.23
426586905,401000000,41.00
426073194,300110000,44.60
426147293,300110000,55.09
426447862,300110000,56.89
426138986,300210000,20.77
426829260,200010000,60.50
426464600,200010300,71.03
426475313,401000000,34.99
426378750,401250100,36.70
426018314,401000000,24.29
426400596,300210000,19.31
426255025,401220000,86.30
426520205,300110000,52.82
426487101,401110200,68.19
426231753,401241000,83.90
426793384,300110000,45.61
426274021,300130000,63.89
426544080,401002000,35.04
426396695,401000000,37.89
426425269,401000000,24.51
426638334,401000000,45.51
426469576,401000000,42.26
426488417,401130100,44.03
426341563,300110000,65.05
426242547,300210000,40.48
426253647,300210000,22.92
426110983,401000000,36.37
426754878,300210000,27.77
426635194,401241000,78.67
426378096,300230000,40.56
426673240,401250100,31.17
426754417,401000000,32.55
426404608,401000000,43.03
426236238,300210000,33.51
426347205,300210000,18.92
426181417,401110200,47.24
426073194,401000000,29.59
426377310,300210000,14.92
426245995,300210000,29.58
426614187,401002000,31.84
426740558,300110000,49.70
426462521,300210000,28.99
426812405,300110000,50.05
426606188,401000000,29.35
426133049,401000000,5.00
426642910,401130100,42.78
426309077,401000000,16.17
426464600,300210000,26.24
426521144,401250100,5.00
426265838,300110000,46.94
426234048,300210000,21.54
426260635,401110200,41.15
426291191,300110000,45.05
426318891,401110200,40.42
426571249,401110200,88.15
426227905,300110000,37.27
426464600,401000000,44.35
426257360,300210000,5.00
426793808,300210000,16.88
426514495,600070100,45.41
426147708,401250100,35.56
426136652,300110000,57.66
426232272,401130000,32.55
426716355,401110200,73.71
426566532,600070100,44.92
426018314,300110000,48.64
426135008,300110000,44.62
426177950,300210000,21.64
426583965,401000000,32.96
426327750,401000000,41.92
426520883,300210000,5.00
426245961,401002000,26.95
426069743,401000000,27.26
426680978,300210000,22.66
426231326,300210000,37.37
426171109,401250100,45.95
426571997,300210000,5.00
426004350,401000000,39.29
426128874,300210000,5.00
426770160,300110000,47.92
426311989,200010300,76.35
426527555,300110000,42.96
426490547,401110200,46.25
426243482,401130000,32.32
426139714,401110200,70.86
426377406,300210000,28.59
426029449,401130100,56.00
426737381,300110000,36.57
426286125,401002000,29.89
426690477,300210000,18.25
426345005,401000000,46.68
426718325,401000000,53.47
426579600,600070100,46.57
426682784,401220000,72.72
426369583,401250100,28.31
426545705,401000000,40.32
426394852,300210000,16.57
426336755,300210000,23.25
426189810,300110000,63.35
426254620,401000000,24.58
426331154,300210000,30.98
426460180,401000000,42.94
426690099,401000000,33.44
426564230,401250100,28.66
426755593,300110000,48.66
426665827,401002000,28.77
426841088,300210000,24.99
426128593,401000000,27.21
426589170,401250100,46.82
426241131,300210000,13.01
426611573,401000000,22.29
426740186,401110200,51.89
426725026,401230000,63.35
426339721,300110000,60.57
426139471,401000000,33.64
426311989,401000000,30.22
426330042,401002000,57.40
426740186,300210000,19.02
426350383,300110000,78.26
426516414,401110200,59.68
426174900,300210000,21.22
426624058,300210000,23.35
426326729,401250100,45.28
426395511,300230000,42.64
426555889,401220000,79.54
426315479,200010300,50.10
426120311,401000000,34.67
426315566,401000000,41.94
426214562,401000000,38.10
426666625,300110000,37.85
426510308,300210000,43.16
426572007,401130100,29.54
426729627,300110000,66.00
426758281,401000000,33.40
426465670,600070100,57.06
426395223,300210000,39.47
426147496,401250100,30.51
426405625,401000000,60.24
426772644,401000000,33.81
426033315,401250100,23.88
426213370,401230000,66.68
426286201,300210000,30.95
426525135,401000000,36.35
426041468,300130000,92.87
426600327,300210000,44.39
426432248,300230000,48.68
426265838,401130100,28.11
426407262,401110200,46.75
426684812,401000000,33.92
426740117,401121000,43.77
426168642,401000000,28.06
426393550,401002000,20.53
426390950,401000000,32.47
426386207,300210000,36.31
426107184,300110000,50.70
426339619,300110000,50.87
426231051,401130100,58.00
426151386,401000000,37.55
426233122,600070100,50.49
426573025,401110200,45.64
426338491,401250100,31.12
426029449,600070100,57.77
426505457,401000000,24.57
426560462,200010300,80.29
426754690,401250100,12.96
426669216,401220000,57.39
426838102,300210000,23.19
426336511,600070100,64.53
426652537,300210000,33.89
426795962,300130000,77.40
426476103,401002000,44.02
426162254,401110200,52.96
426524914,300210000,5.00
426691130,401000000,45.80
426153631,300210000,5.00
426569217,300110000,48.02
426162463,401110200,52.73
426550371,401250100,63.67
426568766,300210000,5.00
426687643,401002000,25.54
426297113,401000000,38.13
426468728,300210000,5.00
426042027,300210000,24.79
426754824,401250100,27.01
426690236,401000000,32.29
426806222,401000000,5.00
426678281,300110000,51.05
426334342,401250100,51.95
426248193,401000000,46.97
426218307,300210000,27.47
426238722,401110200,49.94
426260602,300210000,20.68
426011197,401000000,48.55
426713449,401000000,37.90
426396554,401130100,24.02
426028908,300210000,39.97
426737568,401000000,19.61
426331154,401110200,55.15
426390706,300210000,5.00
426671330,300130000,66.18
426740558,401000000,31.76
426473755,401000000,31.68
426544857,300210000,5.00
426344383,300110000,66.56
426710174,401110200,55.81
426011384,300210000,18.62
426115157,401250100,25.68
426070582,300210000,5.00
426590860,401250100,23.18
426611740,300210000,15.75
426334342,401240000,82.60
426159445,401130100,57.76
426339721,401002000,40.59
426341604,300210000,20.05
426341625,300210000,16.02
426623668,401000000,25.94
426519452,300110000,73.56
426052726,401110200,55.52
426556347,300110000,39.22
426255114,401000000,47.85
426246694,300210000,25.05
426147251,300210000,8.97
426184061,401000000,33.41
426008617,401000000,51.94
426344673,300110000,45.41
426556566,401000000,25.12
426715684,401240000,51.69
426690097,401110200,52.51
426610303,401000000,33.54
426243330,300110000,61.95
426803506,300210000,47.38
426135568,300130000,56.36
426467284,200010300,90.97
426390950,300210000,17.23
426616262,401000000,24.99
426047588,300210000,39.56
426339721,300210000,26.41
426470475,401241000,52.91
426181282,300130000,71.00
426161024,401000000,45.33
426331061,300110000,50.96
426476785,300210000,23.36
426400468,300210000,22.56
426522504,401130100,35.93
426246706,300110000,45.30
426569687,300210000,5.00
426643487,401002000,41.41
426137555,401002000,41.77
426236238,600070100,42.14
426251132,401000000,46.11
426835088,401000000,46.61
426398446,401002000,24.76
426459738,401002000,26.05
426520723,401121000,5.00
426712859,401000000,41.91
426130292,300230000,73.59
426488298,300110000,47.83
426236694,300210000,28.37
426145329,401000000,36.83
426727489,401110200,46.06
426480176,300130000,58.98
426600492,401000000,39.77
426728112,300110000,65.60
426645945,300210000,54.08
426828602,401250100,60.96
426544721,401002000,28.50
426291191,401000000,42.74
426739184,300210000,20.96
426255508,300110000,42.05
426658123,401000000,30.34
426174546,401000000,22.11
426667231,300110000,63.75
426127061,401130000,33.74
426784345,300210000,5.00
426251323,600070100,39.57
426334514,401230000,70.33
426664200,300210000,21.17
426397039,401000000,53.01
426234473,401110200,58.99
426497223,401000000,31.02
426591033,300110000,45.04
426673171,401130000,59.92
426441907,401121000,74.93
426023770,401241000,63.91
426147220,401250100,54.73
426469474,401250100,26.28
426458207,401230000,56.44
426346019,300110000,53.11
426540688,300230000,56.41
426571503,401110200,31.95
426642910,200010300,75.83
426253481,300210000,23.60
426149325,300110000,50.53
426624032,401110200,81.16
426734823,200010300,62.26
426711998,300110000,57.84
426164688,401250100,33.12
426217150,300110000,70.23
426140535,300110000,59.56
426277154,401000000,38.09
426581080,401110200,59.24
426716430,401000000,30.92
426336403,300210000,56.89
426237239,300210000,23.00
426672350,300210000,5.00
426275493,300110000,63.11
426252897,401000000,56.67
426391544,401000000,33.95
426341583,401110200,59.99
426472361,401000000,43.60
426478900,401220000,71.27
426665059,401250100,5.00
426762352,401000000,16.85
426338414,401000000,17.41
426236694,300110000,48.87
426523499,401130100,27.70
426291159,300110000,46.92
426160714,401130100,26.01
426460180,300110000,63.71
426688804,401000000,45.36
426225096,401000000,43.08
426198270,300230000,59.13
426722363,300210000,21.60
426257642,300210000,31.23
426025805,300210000,22.00
426337104,401002000,61.08
426352292,401002000,53.02
426613960,300110000,61.63
426336924,401000000,39.45
426004749,300110000,65.28
426259516,300210000,25.91
426349386,300110000,39.39
426025075,300210000,32.87
426700341,401110200,51.07
426158228,401000000,27.42
426614168,300210000,26.66
426664200,401000000,35.41
426685946,300210000,5.00
426151189,401121000,52.69
426537462,300210000,26.91
426140775,401121000,34.61
426143765,300110000,50.53
426217402,300110000,44.60
426749970,401110200,63.99
426729075,300110000,52.26
426712215,401000000,29.59
426572985,300110000,64.38
426360607,300230000,49.96
426577607,401000000,29.18
426073142,600070100,46.54
426389029,401000000,39.89
426672026,300210000,23.39
426490547,300110000,52.28
426173051,401002000,46.71
426351356,300110000,63.79
426107810,600070100,59.74
426113479,401000000,34.08
426441907,401002000,38.73
426693417,401110200,46.09
426632902,401250100,31.70
426312501,401000000,57.76
426535924,401000000,18.85
426216047,600070100,41.06
426395251,401130100,23.71
426236694,600070100,68.78
426346246,401121000,30.15
426247446,300110000,49.87
426399588,401000000,40.80
426334939,300210000,20.64
426520326,401110200,40.96
