npsn,nama_sekolah,jenis_sekolah,kode_kabupaten,nama_kabupaten,kode_provinsi,nama_provinsi,akreditasi_sekolah,tanggal_mulai_akreditasi,tanggal_kadaluarsa,nilai_akreditasi,kepemilikan,sumber_data_nilai
10113610,SMA NEGERI 1 PANTAN CUACA,SMA,061800,Kab. Gayo Lues,060000,Prov. Aceh,B,22-07-2024,31-12-2029,0,Pemerintah Daerah,Isi Manual
10113618,SMA NEGERI 1 KRUENG SABEE,SMA,061600,Kab. Aceh Jaya,060000,Prov. Aceh,B,10-11-2025,31-12-2030,0,Pemerintah Daerah,Isi Manual
10113619,SMA NEGERI 1 INDRA JAYA,SMA,061600,Kab. Aceh Jaya,060000,Prov. Aceh,B,08-12-2021,31-12-2021,84,Pemerintah Daerah,Isi Manual
10113621,SMK NEGERI 1 PANGA,SMK,061600,Kab. Aceh Jaya,060000,Prov. Aceh,B,08-12-2021,31-12-2021,85,Pemerintah Daerah,Isi Manual
10113622,SMK NEGERI 1 SETIA BAKTI,SMK,061600,Kab. Aceh Jaya,060000,Prov. Aceh,B,08-12-2021,31-12-2021,81,Pemerintah Daerah,Isi Manual
10113652,SMK NEGERI SULTAN DAULAT,SMK,066400,Kota Subulussalam,060000,Prov. Aceh,B,26-09-2023,26-09-2028,85,Pemerintah Daerah,Isi Manual
10113653,MAS ASHHABUL YAMIN,MA,060700,Kab. Aceh Selatan,060000,Prov. Aceh,B,08-12-2021,31-12-2021,86,Yayasan,Isi Manual
10113654,MAN 2 ACEH SELATAN,MA,060700,Kab. Aceh Selatan,060000,Prov. Aceh,B,06-01-2025,06-01-2030,0,Pemerintah Daerah,Isi Manual
10113655,MAN 4 ACEH SELATAN,MA,060700,Kab. Aceh Selatan,060000,Prov. Aceh,B,08-12-2021,31-12-2021,85,Pemerintah Daerah,Isi Manual
10113656,MAS LABUHAN HAJI BARAT,MA,060700,Kab. Aceh Selatan,060000,Prov. Aceh,B,22-07-2024,31-12-2029,0,Yayasan,Isi Manual
10113661,MAS DARUL AITAMI,MA,060700,Kab. Aceh Selatan,060000,Prov. Aceh,B,22-07-2024,31-12-2029,0,Yayasan,Isi Manual
10113663,MAN 1 ACEH SELATAN,MA,060700,Kab. Aceh Selatan,060000,Prov. Aceh,A,12-12-2023,12-12-2028,93,Pemerintah Daerah,Isi Manual
10113664,MAS JABAL RAHMAH,MA,060700,Kab. Aceh Selatan,060000,Prov. Aceh,B,08-12-2021,31-12-2021,82,Yayasan,Isi Manual
10113669,MAN ACEH SINGKIL,MA,061300,Kab. Aceh Singkil,060000,Prov. Aceh,A,15-10-2021,15-10-2026,92,Pemerintah Daerah,e-Rapor
10113674,MAS YASPENDI,MA,061400,Kab. Aceh Tamiang,060000,Prov. Aceh,B,23-10-2023,23-10-2028,88,Yayasan,Isi Manual
10113730,MAS AL MUSLIMUN,MA,060300,Kab. Aceh Utara,060000,Prov. Aceh,A,15-10-2021,15-10-2026,95,Yayasan,Isi Manual
10113754,MAS AL- ZAHRAH,MA,061200,Kab. Bireuen,060000,Prov. Aceh,A,22-07-2024,31-12-2029,0,Yayasan,Isi Manual
10113763,MAN 1 BIREUEN,MA,061200,Kab. Bireuen,060000,Prov. Aceh,B,06-01-2025,06-01-2030,0,Pemerintah Daerah,Isi Manual
10113779,MAS ULUMUL QUR-AN,MA,066300,Kota Langsa,060000,Prov. Aceh,A,08-12-2021,31-12-2021,91,Yayasan,Isi Manual
10113790,MAN 1 SUBULUSSALAM,MA,066400,Kota Subulussalam,060000,Prov. Aceh,A,06-01-2025,06-01-2030,0,Pemerintah Daerah,Isi Manual
10113795,MAN 2 SUBULUSSALAM,MA,066400,Kota Subulussalam,060000,Prov. Aceh,B,22-07-2024,31-12-2029,0,Pemerintah Daerah,Isi Manual
10113798,MAN NAGAN RAYA,MA,061500,Kab. Nagan Raya,060000,Prov. Aceh,A,26-09-2023,26-09-2028,93,Pemerintah Daerah,e-Rapor
10113806,MAN 2 PIDIE,MA,060200,Kab. Pidie,060000,Prov. Aceh,A,15-10-2021,15-10-2026,93,Pemerintah Daerah,Isi Manual
10113814,MAN 1 PIDIE JAYA,MA,062000,Kab. Pidie Jaya,060000,Prov. Aceh,B,08-12-2021,31-12-2021,83,Pemerintah Daerah,Isi Manual
10113832,MAS MUHAMMADIYAH 12,MA,070600,Kab. Asahan,070000,Prov. Sumatera Utara,B,23-10-2023,23-10-2028,85,Yayasan,Isi Manual
10113917,SMK NEGERI 6 LANGSA,SMK,066300,Kota Langsa,060000,Prov. Aceh,A,26-09-2023,26-09-2028,93,Pemerintah Daerah,Isi Manual
10114232,MAN 1 ACEH BARAT,MA,060600,Kab. Aceh Barat,060000,Prov. Aceh,A,26-09-2023,26-09-2028,93,Pemerintah Daerah,Isi Manual
10114234,MAS ALUE TAMPAK,MA,060600,Kab. Aceh Barat,060000,Prov. Aceh,B,23-10-2023,23-10-2028,81,Yayasan,Isi Manual
10114235,MAS DARUL HIKMAH,MA,060600,Kab. Aceh Barat,060000,Prov. Aceh,B,22-07-2024,31-12-2029,0,Yayasan,Isi Manual
10114236,MAS MEUREUBO,MA,060600,Kab. Aceh Barat,060000,Prov. Aceh,C,22-07-2024,31-12-2029,0,Yayasan,Isi Manual
10114237,MAN 2 ACEH BARAT,MA,060600,Kab. Aceh Barat,060000,Prov. Aceh,A,20-10-2022,20-10-2027,93,Pemerintah Daerah,Isi Manual
10114239,MAN ACEH BARAT DAYA,MA,061700,Kab. Aceh Barat Daya,060000,Prov. Aceh,A,22-07-2024,31-12-2029,0,Pemerintah Pusat,Isi Manual
10114241,MAS MANGGENG,MA,061700,Kab. Aceh Barat Daya,060000,Prov. Aceh,B,22-07-2024,31-12-2029,0,Yayasan,Isi Manual
10114242,MAS TANGAN-TANGAN,MA,061700,Kab. Aceh Barat Daya,060000,Prov. Aceh,B,08-12-2021,31-12-2021,83,Yayasan,Isi Manual
10114244,MADRASAH ALIYAH RUHUL ISLAM ANAK BANGSA,MA,060100,Kab. Aceh Besar,060000,Prov. Aceh,A,08-12-2021,31-12-2021,94,Yayasan,e-Rapor
10114264,MAS PANGA,MA,061600,Kab. Aceh Jaya,060000,Prov. Aceh,C,08-12-2021,31-12-2026,0,Yayasan,Isi Manual
10114266,MAN ACEH JAYA,MA,061600,Kab. Aceh Jaya,060000,Prov. Aceh,B,12-12-2023,12-12-2028,86,Pemerintah Daerah,Isi Manual
10201316,SMAN 1 BABALAN,SMA,070200,Kab. Langkat,070000,Prov. Sumatera Utara,A,23-10-2023,23-10-2028,92,Pemerintah Pusat,Isi Manual
10201322,SMAS PERSIAPAN,SMA,070200,Kab. Langkat,070000,Prov. Sumatera Utara,A,08-12-2021,31-12-2021,0,Yayasan,Isi Manual
10201337,SMAN 1 SEI BINGAI,SMA,070200,Kab. Langkat,070000,Prov. Sumatera Utara,B,01-01-1900,01-01-1900,0,Pemerintah Pusat,Isi Manual
10201343,SMAN 1 HINAI,SMA,070200,Kab. Langkat,070000,Prov. Sumatera Utara,A,08-12-2021,31-12-2021,0,Pemerintah Pusat,Isi Manual
10201988,SMA NEGERI 1 TIGANDERKET,SMA,070300,Kab. Karo,070000,Prov. Sumatera Utara,A,01-01-1900,01-01-1900,93,Pemerintah Pusat,Isi Manual
10202673,SMA NEGERI 1 HUTABAYURAJA,SMA,070400,Kab. Simalungun,070000,Prov. Sumatera Utara,B,22-07-2024,31-12-2029,0,Pemerintah Daerah,Isi Manual
10202773,SMA NEGERI 1 SIANTAR,SMA,070400,Kab. Simalungun,070000,Prov. Sumatera Utara,A,22-07-2024,31-12-2029,0,Pemerintah Daerah,Isi Manual
10203525,SMAS ADVENT SUMBUL,SMA,070500,Kab. Dairi,070000,Prov. Sumatera Utara,B,22-07-2024,31-12-2029,0,Yayasan,Isi Manual
10203536,SMAN 1 PEGAGAN HILIR,SMA,070500,Kab. Dairi,070000,Prov. Sumatera Utara,B,08-12-2021,31-12-2021,84,Pemerintah Daerah,Isi Manual
10203550,SMAN 1 SILIMA PUNGGA-PUNGGA,SMA,070500,Kab. Dairi,070000,Prov. Sumatera Utara,A,01-01-1900,01-01-1900,94,Pemerintah Pusat,Isi Manual
10204057,SMAN 1 SIMPANG EMPAT,SMA,070600,Kab. Asahan,070000,Prov. Sumatera Utara,A,01-01-1900,01-01-1900,0,Pemerintah Daerah,Isi Manual
10204063,SMA NEGERI 1 LIMA PULUH,SMA,072200,Kab. Batu Bara,070000,Prov. Sumatera Utara,A,08-12-2021,31-12-2021,91,Pemerintah Daerah,Isi Manual
10204224,SMAN 1 AIR JOMAN,SMA,070600,Kab. Asahan,070000,Prov. Sumatera Utara,A,23-10-2023,23-10-2028,92,Pemerintah Daerah,Isi Manual
10204244,SMAN 1 AEK KUASAN,SMA,070600,Kab. Asahan,070000,Prov. Sumatera Utara,B,22-07-2024,31-12-2029,0,Pemerintah Daerah,Isi Manual
10205362,SMAN 3 RANTAU UTARA,SMA,070700,Kab. Labuhanbatu,070000,Prov. Sumatera Utara,A,08-12-2021,31-12-2021,0,Pemerintah Daerah,Isi Manual
10205363,SMAN 1 BILAH HULU,SMA,070700,Kab. Labuhanbatu,070000,Prov. Sumatera Utara,A,23-10-2023,23-10-2028,91,Pemerintah Daerah,Isi Manual
10205378,SMAN 1 KAMPUNG RAKYAT,SMA,072600,Kab. Labuhanbatu Selatan,070000,Prov. Sumatera Utara,B,22-07-2024,31-12-2029,0,Pemerintah Daerah,Isi Manual
10205384,SMAN 1 RANTAU UTARA,SMA,070700,Kab. Labuhanbatu,070000,Prov. Sumatera Utara,A,08-12-2021,31-12-2021,91,Pemerintah Daerah,Isi Manual
10205393,SMAN 1 KUALUH HULU,SMA,072500,Kab. Labuhanbatu Utara,070000,Prov. Sumatera Utara,A,08-12-2021,31-12-2021,94,Pemerintah Daerah,Isi Manual
10206514,SMKS TIK TRI MULIA BHAKTI,SMK,070900,Kab. Tapanuli Tengah,070000,Prov. Sumatera Utara,B,12-12-2023,01-01-1900,87,Yayasan,Isi Manual
10206578,SMAN 1 BARUS,SMA,070900,Kab. Tapanuli Tengah,070000,Prov. Sumatera Utara,A,21-10-2022,21-10-2027,92,Pemerintah Daerah,Isi Manual
10207077,SMAN 1 BATANGTORU,SMA,071000,Kab. Tapanuli Selatan,070000,Prov. Sumatera Utara,A,08-12-2021,31-12-2021,0,Pemerintah Daerah,Isi Manual
10207081,SMA NEGERI 1 SIPIROK,SMA,071000,Kab. Tapanuli Selatan,070000,Prov. Sumatera Utara,A,09-12-2021,09-12-2026,93,Pemerintah Pusat,Isi Manual
10207082,SMAN 1 ANGKOLA SELATAN,SMA,071000,Kab. Tapanuli Selatan,070000,Prov. Sumatera Utara,A,09-12-2021,09-12-2026,91,Pemerintah Daerah,Isi Manual
10207083,SMAN 1 SAIPAR DOLOK HOLE,SMA,071000,Kab. Tapanuli Selatan,070000,Prov. Sumatera Utara,B,01-01-1900,01-01-1900,84,Pemerintah Daerah,Isi Manual
10207087,SMAN 1 ANGKOLA BARAT,SMA,071000,Kab. Tapanuli Selatan,070000,Prov. Sumatera Utara,A,21-10-2022,21-10-2027,92,Pemerintah Daerah,Isi Manual
10208163,SMAN 1 KOTANOPAN,SMA,071500,Kab. Mandailing Natal,070000,Prov. Sumatera Utara,A,09-12-2021,09-12-2026,94,Pemerintah Pusat,Isi Manual
10208531,SMKN 1 LAGUBOTI,SMK,071600,Kab. Toba,070000,Prov. Sumatera Utara,A,23-10-2023,23-10-2028,91,Pemerintah Pusat,Isi Manual
10208654,SMK NEGERI 1 PARGETTENG GETTENG SENGKUT,SMK,071800,Kab. Pakpak Bharat,070000,Prov. Sumatera Utara,A,31-10-2023,31-10-2028,92,Pemerintah Daerah,Isi Manual
10208655,SMAN 1 SIGUNUNG,SMA,071800,Kab. Pakpak Bharat,070000,Prov. Sumatera Utara,B,01-01-1900,01-01-1900,0,Pemerintah Pusat,Isi Manual
10208656,SMAN 1 SALAK,SMA,071800,Kab. Pakpak Bharat,070000,Prov. Sumatera Utara,A,30-11-2022,19-11-2027,93,Pemerintah Pusat,Isi Manual
10208953,SMAS ST MIKHAEL PANGURURAN,SMA,072000,Kab. Samosir,070000,Prov. Sumatera Utara,A,01-01-1900,01-01-1900,0,Yayasan,Isi Manual
10209413,SMA SWASTA METHODIST EL-SHADDAY,SMA,072100,Kab. Serdang Bedagai,070000,Prov. Sumatera Utara,A,25-05-2023,11-10-2028,92,Yayasan,Isi Manual
10210737,SMA SWASTA KEMALA BHAYANGKARI 1 MEDAN,SMA,076000,Kota Medan,070000,Prov. Sumatera Utara,A,08-12-2021,31-12-2021,95,Yayasan,Isi Manual
10210743,SMAS KRISTEN KALAM KUDUS,SMA,076000,Kota Medan,070000,Prov. Sumatera Utara,A,08-12-2021,31-12-2021,0,Yayasan,Isi Manual
10210759,SMA SWASTA LAKSAMANA MARTADINATA,SMA,076000,Kota Medan,070000,Prov. Sumatera Utara,A,30-09-2022,19-11-2027,94,Yayasan,Isi Manual
10210763,SMK NEGERI 3 MEDAN,SMK,076000,Kota Medan,070000,Prov. Sumatera Utara,A,23-10-2023,23-10-2028,93,Pemerintah Pusat,Isi Manual
10210766,SMKN 9 MEDAN,SMK,076000,Kota Medan,070000,Prov. Sumatera Utara,A,22-07-2024,31-12-2029,0,Pemerintah Daerah,Isi Manual
10210824,SMAS TELADAN MEDAN,SMA,076000,Kota Medan,070000,Prov. Sumatera Utara,A,08-12-2021,31-12-2021,94,Yayasan,Isi Manual
10210855,SMAN 21 MEDAN,SMA,076000,Kota Medan,070000,Prov. Sumatera Utara,A,25-05-2023,25-05-2028,92,Pemerintah Daerah,Isi Manual
10210863,SMAN 16 MEDAN,SMA,076000,Kota Medan,070000,Prov. Sumatera Utara,A,09-12-2021,09-12-2026,93,Pemerintah Daerah,e-Rapor
10210971,SMAN 19 MEDAN,SMA,076000,Kota Medan,070000,Prov. Sumatera Utara,A,08-12-2021,31-12-2021,91,Pemerintah Daerah,Isi Manual
10211317,SMAN 2 BINJAI,SMA,076100,Kota Binjai,070000,Prov. Sumatera Utara,A,08-12-2021,31-12-2021,96,Pemerintah Daerah,Isi Manual
10211391,SMK SWASTA SETIA BUDI BINJAI,SMK,076100,Kota Binjai,070000,Prov. Sumatera Utara,B,30-11-2022,31-12-2027,89,Yayasan,Isi Manual
10211586,SMA NEGERI 2 TEBING TINGGI,SMA,076200,Kota Tebing Tinggi,070000,Prov. Sumatera Utara,A,08-12-2021,31-12-2021,92,Pemerintah Daerah,Isi Manual
10211595,SMK SWASTA TI TAMAN SISWA,SMK,076200,Kota Tebing Tinggi,070000,Prov. Sumatera Utara,A,01-08-2023,01-08-2028,92,Yayasan,Isi Manual
10211711,SMAS SULTAN AGUNG,SMA,076300,Kota Pematangsiantar,070000,Prov. Sumatera Utara,A,08-12-2021,31-12-2021,93,Yayasan,Isi Manual
10211994,SMKS KARYA UTAMA TANJUNG BALAI,SMK,076400,Kota Tanjung Balai,070000,Prov. Sumatera Utara,A,31-10-2023,31-10-2028,91,Yayasan,Isi Manual
10212022,SMA SWASTA SISINGAMANGARAJA,SMA,076400,Kota Tanjung Balai,070000,Prov. Sumatera Utara,A,21-10-2022,21-10-2027,95,Yayasan,Isi Manual
10212024,SMAN 1 TANJUNGBALAI,SMA,076400,Kota Tanjung Balai,070000,Prov. Sumatera Utara,A,21-10-2022,21-10-2027,94,Pemerintah Daerah,Isi Manual
10212116,SMAN 1 SIBOLGA,SMA,076500,Kota Sibolga,070000,Prov. Sumatera Utara,A,21-10-2022,21-10-2027,95,Pemerintah Daerah,Isi Manual
10212131,SMAN 3 SIBOLGA,SMA,076500,Kota Sibolga,070000,Prov. Sumatera Utara,A,21-10-2022,21-10-2027,94,Pemerintah Daerah,Isi Manual
10212244,SMAN 4 PADANG SIDEMPUAN,SMA,076600,Kota Padang Sidempuan,070000,Prov. Sumatera Utara,A,23-10-2023,23-10-2028,92,Pemerintah Daerah,Isi Manual
10212249,SMKN 1 PADANGSIDIMPUAN,SMK,076600,Kota Padang Sidempuan,070000,Prov. Sumatera Utara,A,10-10-2024,01-01-1900,93,Pemerintah Daerah,Isi Manual
10214065,SMK SWASTA TARBIYAH ISLAMIYAH,SMK,070100,Kab. Deli Serdang,070000,Prov. Sumatera Utara,A,01-01-1900,01-01-1900,0,Yayasan,Isi Manual
10214096,SMKS SINAR HUSNI 2 TR L DELI DELISERDANG,SMK,070100,Kab. Deli Serdang,070000,Prov. Sumatera Utara,A,21-10-2022,21-10-2027,94,Yayasan,Isi Manual
10214180,SMAS RAKYAT PANCUR BATU,SMA,070100,Kab. Deli Serdang,070000,Prov. Sumatera Utara,B,30-11-2022,30-11-2027,84,Yayasan,Isi Manual
10219163,SMA SWASTA RK SERDANG MURNI,SMA,070100,Kab. Deli Serdang,070000,Prov. Sumatera Utara,A,25-05-2023,03-12-2028,93,Yayasan,Isi Manual
10220314,SMKN 2 BINJAI,SMK,076100,Kota Binjai,070000,Prov. Sumatera Utara,A,22-07-2024,31-12-2029,0,Pemerintah Daerah,Isi Manual
10220521,SMAN 1 SIBABANGUN,SMA,070900,Kab. Tapanuli Tengah,070000,Prov. Sumatera Utara,A,08-12-2021,31-12-2021,91,Pemerintah Daerah,Isi Manual
10220522,SMAN 1 SIRANDORUNG,SMA,070900,Kab. Tapanuli Tengah,070000,Prov. Sumatera Utara,B,22-07-2024,31-12-2029,0,Pemerintah Daerah,Isi Manual
10220611,SMA NEGERI 2 TUKKA,SMA,070900,Kab. Tapanuli Tengah,070000,Prov. Sumatera Utara,A,21-10-2022,21-10-2027,93,Pemerintah Daerah,Isi Manual
10257343,SMK SWASTA YAPIM SEI GLUGUR 2,SMK,070100,Kab. Deli Serdang,070000,Prov. Sumatera Utara,A,01-01-1900,01-01-1900,0,Yayasan,Isi Manual
10257749,SMAN 1 PEGAJAHAN,SMA,072100,Kab. Serdang Bedagai,070000,Prov. Sumatera Utara,A,08-12-2021,31-12-2021,91,Pemerintah Daerah,Isi Manual
10258271,SMA NEGERI 1 ONOHAZUMBA,SMA,071700,Kab. Nias Selatan,070000,Prov. Sumatera Utara,B,30-11-2022,19-11-2027,86,Pemerintah Daerah,Isi Manual
10258327,SMKN 1 ALASA,SMK,072800,Kab. Nias Utara,070000,Prov. Sumatera Utara,B,30-09-2022,01-01-2027,82,Pemerintah Daerah,Isi Manual
10258462,SMA NEGERI 1 GUNUNGSITOLI,SMA,076700,Kota Gunungsitoli,070000,Prov. Sumatera Utara,A,30-09-2022,19-11-2027,92,Pemerintah Daerah,Isi Manual
10258812,SMA NEGERI 1 BAWOLATO,SMA,071100,Kab. Nias,070000,Prov. Sumatera Utara,A,31-10-2023,31-10-2028,92,Pemerintah Daerah,Isi Manual
10259032,SMK SWASTA PEMBDA NIAS,SMK,076700,Kota Gunungsitoli,070000,Prov. Sumatera Utara,A,06-01-2025,06-01-2030,0,Yayasan,Isi Manual
10259547,SMA NEGERI 1 UJUNG PADANG,SMA,070400,Kab. Simalungun,070000,Prov. Sumatera Utara,A,22-07-2024,31-12-2029,0,Pemerintah Pusat,Isi Manual
10259584,SMA SWASTA AL MAKSUM,SMA,070100,Kab. Deli Serdang,070000,Prov. Sumatera Utara,A,18-10-2021,18-10-2026,94,Yayasan,Isi Manual
10259823,SMA NEGERI 1 PEMATANG BANDAR,SMA,070400,Kab. Simalungun,070000,Prov. Sumatera Utara,B,30-11-2022,19-11-2027,82,Pemerintah Daerah,Isi Manual
10260263,SMKN 1 SORKAM,SMK,070900,Kab. Tapanuli Tengah,070000,Prov. Sumatera Utara,B,12-12-2023,12-12-2028,85,Pemerintah Daerah,Isi Manual
10260520,SMAN 5 PEMATANG SIANTAR,SMA,076300,Kota Pematangsiantar,070000,Prov. Sumatera Utara,A,30-11-2022,30-11-2027,93,Pemerintah Daerah,Isi Manual
10260533,SMKN 1 BAWALATO,SMK,071100,Kab. Nias,070000,Prov. Sumatera Utara,B,22-07-2024,31-12-2029,0,Pemerintah Pusat,Isi Manual
10260536,SMK NEGERI 4 TEBING TINGGI,SMK,076200,Kota Tebing Tinggi,070000,Prov. Sumatera Utara,A,12-12-2023,12-12-2028,93,Pemerintah Daerah,Isi Manual
10260731,SMKN 1 ARSE,SMK,071000,Kab. Tapanuli Selatan,070000,Prov. Sumatera Utara,B,22-07-2024,31-12-2029,0,Pemerintah Daerah,Isi Manual
10261218,SMK SWASTA SAHATA,SMK,076300,Kota Pematangsiantar,070000,Prov. Sumatera Utara,B,23-10-2023,23-10-2028,86,Yayasan,Isi Manual
10261250,SMA NEGERI 1 ULU BARUMUN,SMA,072400,Kab. Padang Lawas,070000,Prov. Sumatera Utara,A,12-12-2023,01-01-1900,91,Pemerintah Daerah,Isi Manual
10261294,SMK NEGERI 1 HURUNA,SMK,071700,Kab. Nias Selatan,070000,Prov. Sumatera Utara,B,23-10-2023,23-10-2028,87,Pemerintah Daerah,Isi Manual
10262274,SMAS GENERUS BANGSA,SMA,070100,Kab. Deli Serdang,070000,Prov. Sumatera Utara,B,08-12-2021,31-12-2021,86,Yayasan,Isi Manual
10263535,SMAN 4 SIBOLGA,SMA,076500,Kota Sibolga,070000,Prov. Sumatera Utara,A,09-12-2021,09-12-2026,94,Pemerintah Daerah,Isi Manual
10263620,MAS AL WASHLIYAH 12,MA,072100,Kab. Serdang Bedagai,070000,Prov. Sumatera Utara,A,12-12-2023,12-12-2028,93,Yayasan,Isi Manual
10263756,MAS KULLIYATUL MUBALLIGHIEN,MA,086200,Kota Padang Panjang,080000,Prov. Sumatera Barat,A,06-01-2025,31-12-2029,0,Yayasan,e-Rapor
10264708,MAN DAIRI,MA,070500,Kab. Dairi,070000,Prov. Sumatera Utara,A,18-10-2021,18-10-2026,93,Pemerintah Daerah,Isi Manual
10264715,MAS PP MAWARIDUSSALAM,MA,070100,Kab. Deli Serdang,070000,Prov. Sumatera Utara,A,22-07-2024,31-12-2029,0,Yayasan,Isi Manual
10264737,MAS AMALIYAH,MA,070100,Kab. Deli Serdang,070000,Prov. Sumatera Utara,B,08-12-2021,31-12-2021,85,Yayasan,Isi Manual
10264757,MAN 1 PADANGSIDIMPUAN,MA,076600,Kota Padang Sidempuan,070000,Prov. Sumatera Utara,A,22-07-2024,31-12-2029,0,Pemerintah Daerah,Isi Manual
